timestamp,date,open,high,low,close,volume,open_interest
1754798400,2025-08-10,,,,,0,308
1754884800,2025-08-11,23,23,22,22,130,210
1754971200,2025-08-12,,,,,0,210
1755057600,2025-08-13,,,,,0,210
1755144000,2025-08-14,,,,,0,210
1755230400,2025-08-15,,,,,0,210
1755316800,2025-08-16,,,,,0,210
1755403200,2025-08-17,,,,,0,210
1755489600,2025-08-18,23,23,23,23,15,195
1755576000,2025-08-19,,,,,0,195
1755662400,2025-08-20,,,,,0,195
1755748800,2025-08-21,,,,,0,195
1755835200,2025-08-22,,,,,0,195
1755921600,2025-08-23,,,,,0,195
1756008000,2025-08-24,,,,,0,195
1756094400,2025-08-25,,,,,0,195
1756180800,2025-08-26,,,,,0,195
1756267200,2025-08-27,24,24,24,24,17,178
1756353600,2025-08-28,,,,,0,178
1756440000,2025-08-29,,,,,0,178
1756526400,2025-08-30,,,,,0,178
1756612800,2025-08-31,,,,,0,178
1756699200,2025-09-01,,,,,0,178
1756785600,2025-09-02,,,,,0,178
1756872000,2025-09-03,,,,,0,178
1756958400,2025-09-04,,,,,0,178
1757044800,2025-09-05,,,,,0,178
1757131200,2025-09-06,,,,,0,178
1757217600,2025-09-07,,,,,0,178
1757304000,2025-09-08,,,,,0,178
1757390400,2025-09-09,,,,,0,178
1757476800,2025-09-10,,,,,0,178
1757563200,2025-09-11,,,,,0,178
1757649600,2025-09-12,,,,,0,178
1757736000,2025-09-13,,,,,0,178
1757822400,2025-09-14,,,,,0,178
1757908800,2025-09-15,10,10,10,10,1,179
1757995200,2025-09-16,,,,,0,179
1758081600,2025-09-17,,,,,0,179
1758168000,2025-09-18,,,,,0,179
1758254400,2025-09-19,,,,,0,179
1758340800,2025-09-20,,,,,0,179
1758427200,2025-09-21,,,,,0,179
1758513600,2025-09-22,,,,,0,179
1758600000,2025-09-23,,,,,0,179
1758686400,2025-09-24,,,,,0,179
1758772800,2025-09-25,,,,,0,179
1758859200,2025-09-26,,,,,0,179
1758945600,2025-09-27,,,,,0,179
1759032000,2025-09-28,,,,,0,179
1759118400,2025-09-29,,,,,0,179
1759204800,2025-09-30,,,,,0,179
1759291200,2025-10-01,,,,,0,179
1759377600,2025-10-02,,,,,0,179
1759464000,2025-10-03,,,,,0,179
1759550400,2025-10-04,,,,,0,179
1759636800,2025-10-05,,,,,0,179
1759723200,2025-10-06,,,,,0,179
1759809600,2025-10-07,,,,,0,179
1759896000,2025-10-08,,,,,0,179
1759982400,2025-10-09,,,,,0,179
1760068800,2025-10-10,,,,,0,179
1760155200,2025-10-11,,,,,0,179
1760241600,2025-10-12,,,,,0,179
1760328000,2025-10-13,,,,,0,179
1760414400,2025-10-14,,,,,0,179
1760500800,2025-10-15,23,23,23,23,10,179
1760587200,2025-10-16,,,,,0,179
1760673600,2025-10-17,,,,,0,179
1760760000,2025-10-18,,,,,0,179
1760846400,2025-10-19,,,,,0,179
1760932800,2025-10-20,,,,,0,179
1761019200,2025-10-21,,,,,0,179
1761105600,2025-10-22,18,18,18,18,50,229
1761192000,2025-10-23,,,,,0,229
1761278400,2025-10-24,,,,,0,229
1761364800,2025-10-25,,,,,0,229
1761451200,2025-10-26,,,,,0,229
1761537600,2025-10-27,,,,,0,229
1761624000,2025-10-28,,,,,0,229
1761710400,2025-10-29,,,,,0,229
1761796800,2025-10-30,,,,,0,229
1761883200,2025-10-31,,,,,0,229
1761969600,2025-11-01,,,,,0,229
1762056000,2025-11-02,,,,,0,229
1762142400,2025-11-03,,,,,0,229
1762232400,2025-11-04,,,,,0,229
1762318800,2025-11-05,,,,,0,229
1762405200,2025-11-06,,,,,0,229
1762491600,2025-11-07,,,,,0,229
1762578000,2025-11-08,,,,,0,229
1762664400,2025-11-09,,,,,0,229
1762750800,2025-11-10,,,,,0,229
1762837200,2025-11-11,,,,,0,229
1762923600,2025-11-12,,,,,0,229
1763010000,2025-11-13,,,,,0,229
1763096400,2025-11-14,,,,,0,229
1763182800,2025-11-15,,,,,0,229
1763269200,2025-11-16,,,,,0,229
1763355600,2025-11-17,20,20,18,18,50,269
1763442000,2025-11-18,,,,,0,269
1763528400,2025-11-19,21,21,20,20,33,301
1763614800,2025-11-20,,,,,0,301
1763701200,2025-11-21,,,,,0,301
1763787600,2025-11-22,,,,,0,301
1763874000,2025-11-23,,,,,0,301
1763960400,2025-11-24,,,,,0,301
1764046800,2025-11-25,,,,,0,301
1764133200,2025-11-26,,,,,0,301
1764219600,2025-11-27,,,,,0,301
1764306000,2025-11-28,,,,,0,301
1764392400,2025-11-29,,,,,0,301
1764478800,2025-11-30,,,,,0,301
1764565200,2025-12-01,,,,,0,301
1764651600,2025-12-02,,,,,0,301
1764738000,2025-12-03,,,,,0,301
1764824400,2025-12-04,,,,,0,301
1764910800,2025-12-05,,,,,0,301
1764997200,2025-12-06,,,,,0,301
1765083600,2025-12-07,,,,,0,301
1765170000,2025-12-08,,,,,0,301
1765256400,2025-12-09,,,,,0,301
1765342800,2025-12-10,,,,,0,301
1765429200,2025-12-11,,,,,0,301
1765515600,2025-12-12,,,,,0,301
1765602000,2025-12-13,,,,,0,301
1765688400,2025-12-14,,,,,0,301
1765774800,2025-12-15,,,,,0,301
1765861200,2025-12-16,,,,,0,301
1765947600,2025-12-17,,,,,0,301
1766034000,2025-12-18,17,17,17,17,1,302
1766120400,2025-12-19,17,17,15,16,49,351
1766206800,2025-12-20,,,,,0,351
1766293200,2025-12-21,,,,,0,351
1766379600,2025-12-22,,,,,0,351
1766466000,2025-12-23,,,,,0,351
1766552400,2025-12-24,,,,,0,351
1766638800,2025-12-25,,,,,0,351
1766725200,2025-12-26,,,,,0,351
1766811600,2025-12-27,,,,,0,351
1766898000,2025-12-28,,,,,0,351
1766984400,2025-12-29,,,,,0,351
1767070800,2025-12-30,,,,,0,351
1767157200,2025-12-31,,,,,0,351
1767243600,2026-01-01,,,,,0,351
1767330000,2026-01-02,,,,,0,351
1767416400,2026-01-03,,,,,0,351
1767502800,2026-01-04,,,,,0,351
1767589200,2026-01-05,,,,,0,351
1767675600,2026-01-06,,,,,0,351
1767762000,2026-01-07,,,,,0,351
1767848400,2026-01-08,,,,,0,351
1767934800,2026-01-09,,,,,0,351
1768021200,2026-01-10,,,,,0,351
1768107600,2026-01-11,,,,,0,351
1768194000,2026-01-12,,,,,0,351
1768280400,2026-01-13,,,,,0,351
1768366800,2026-01-14,,,,,0,351
1768453200,2026-01-15,,,,,0,351
1768539600,2026-01-16,14,15,14,15,81,351
1768626000,2026-01-17,15,17,15,17,293,424
1768712400,2026-01-18,,,,,0,424
1768798800,2026-01-19,,,,,0,424
1768885200,2026-01-20,21,21,21,21,20,444
1768971600,2026-01-21,,,,,0,444
1769058000,2026-01-22,,,,,0,444
1769144400,2026-01-23,,,,,0,444
1769230800,2026-01-24,,,,,0,444
1769317200,2026-01-25,,,,,0,444
1769403600,2026-01-26,,,,,0,444
1769490000,2026-01-27,,,,,0,444
1769576400,2026-01-28,,,,,0,444
1769662800,2026-01-29,,,,,0,444
1769749200,2026-01-30,,,,,0,444
1769835600,2026-01-31,,,,,0,444
1769922000,2026-02-01,,,,,0,444
1770008400,2026-02-02,,,,,0,444
1770094800,2026-02-03,,,,,0,444
1770181200,2026-02-04,,,,,0,444
1770267600,2026-02-05,,,,,0,444
